,home,away,home_total,home_ml,away_total,away_ml
1861,Utah,Chicago,113,-750,106,525
1862,Phoenix,OklahomaCity,140,-1450,103,825
1863,Portland,Milwaukee,109,130,127,-150
1864,Sacramento,LALakers,94,-190,115,170
1865,Washington,Dallas,87,190,109,-220
1866,Miami,Cleveland,115,-1000,101,650
1867,Philadelphia,Minnesota,122,-1200,113,750
1868,Detroit,NewYork,81,125,125,-145
1869,SanAntonio,Indiana,133,-260,139,220
1870,Utah,Orlando,137,-1700,91,925
1871,Sacramento,Milwaukee,128,125,129,-145
1872,Portland,OklahomaCity,133,-900,85,600
1873,Chicago,Brooklyn,115,120,107,-140
1874,LAClippers,LALakers,104,-600,86,450
1875,Boston,Charlotte,116,-420,86,350
1876,Philadelphia,Memphis,100,-160,116,140
1877,Atlanta,GoldenState,117,-120,111,100
1878,Houston,NewOrleans,115,135,122,-155
1879,Denver,Orlando,119,-2000,109,1000
1880,OklahomaCity,Detroit,108,130,132,-150
1881,Toronto,Washington,103,-220,101,190
1882,Brooklyn,NewYork,114,-240,112,200
1883,Minnesota,Sacramento,116,145,106,-165
1884,Dallas,Utah,111,190,103,-220
1885,SanAntonio,Cleveland,101,-350,125,290
1886,Houston,Phoenix,130,750,133,-1200
1887,Indiana,Chicago,97,110,113,-130
1888,Boston,Philadelphia,96,-110,106,-110
1889,Atlanta,NewOrleans,123,-165,107,145
1890,Toronto,LALakers,101,-105,110,-115
1891,Miami,Memphis,112,-230,124,195
1892,Denver,Detroit,134,-850,119,575
1893,LAClippers,Portland,133,-235,116,195
1894,GoldenState,Milwaukee,122,120,121,-140
1895,Indiana,Minnesota,141,100,137,-120
1896,Orlando,Washington,116,170,131,-190
1897,Boston,NewYork,101,-150,99,130
1898,Brooklyn,NewOrleans,139,-380,111,320
1899,Houston,Dallas,102,425,93,-550
1900,OklahomaCity,Charlotte,102,190,113,-220
1901,Atlanta,Memphis,113,100,131,-120
1902,Denver,SanAntonio,106,-200,96,175
1903,Phoenix,Utah,117,125,113,-145
1904,Miami,LALakers,110,-420,104,350
1905,OklahomaCity,Cleveland,102,150,129,-170
1906,Dallas,Milwaukee,116,-145,101,125
1907,LAClippers,Phoenix,113,-240,103,200
1908,Utah,Portland,122,-220,103,190
1909,Sacramento,Detroit,101,-300,113,250
1910,Toronto,Chicago,113,155,122,-175
1911,Orlando,Indiana,106,210,111,-250
1912,NewYork,Memphis,133,100,129,-120
1913,Atlanta,Chicago,120,-140,108,120
1914,Boston,Minnesota,145,-380,136,320
1915,NewOrleans,Philadelphia,101,190,94,-220
1916,Milwaukee,Charlotte,119,120,127,-140
1917,Denver,SanAntonio,121,-280,119,240
1918,GoldenState,Washington,107,-190,110,170
1919,LAClippers,Houston,126,-750,109,525
1920,Brooklyn,LALakers,101,-750,126,525
1921,Utah,Sacramento,128,-800,112,550
1922,OklahomaCity,Philadelphia,93,450,117,-600
1923,Phoenix,Washington,134,-1200,106,750
1924,GoldenState,Houston,125,-310,109,260
1925,Portland,Detroit,118,-800,103,550
1926,Cleveland,Toronto,115,-140,135,120
1927,Charlotte,Atlanta,101,-140,105,120
1928,Denver,Boston,87,-175,105,155
1929,Orlando,Milwaukee,87,330,124,-400
1930,Cleveland,NewOrleans,109,375,116,-450
1931,NewYork,Toronto,102,-155,96,135
1932,Minnesota,Chicago,121,155,117,-175
1933,Dallas,SanAntonio,117,-250,119,210
1934,Memphis,Indiana,125,-160,132,140
1935,Portland,Miami,98,-110,107,-110
1936,LAClippers,Detroit,131,-1000,124,650
1937,NewYork,LALakers,111,-115,96,-105
1938,Orlando,SanAntonio,97,230,120,-270
1939,Dallas,Philadelphia,95,145,113,-165
1940,Utah,Washington,121,-650,125,475
1941,Memphis,Chicago,101,-140,90,120
1942,NewOrleans,Sacramento,117,-130,110,110
1943,GoldenState,Denver,116,175,107,-200
1944,Phoenix,Houston,126,-900,120,600
1945,Toronto,Atlanta,103,-125,108,105
1946,Indiana,LAClippers,115,140,126,-160
1947,Charlotte,LALakers,93,100,101,-120
1948,Utah,OklahomaCity,106,-3000,96,1200
1949,Phoenix,Miami,106,-165,86,145
1950,Portland,Boston,115,-115,116,-105
1951,Minnesota,Brooklyn,97,240,127,-280
1952,Philadelphia,Brooklyn,123,-400,117,330
1953,Charlotte,Cleveland,90,-155,103,135
1954,Toronto,SanAntonio,117,190,112,-220
1955,Chicago,Orlando,106,-600,115,450
1956,NewOrleans,NewYork,106,-135,116,115
1957,Minnesota,Milwaukee,105,425,130,-550
1958,Detroit,LAClippers,98,115,100,-135
1959,OklahomaCity,GoldenState,109,600,147,-900
1960,Houston,Indiana,124,150,132,-170
1961,Memphis,Dallas,113,130,114,-150
1962,Sacramento,Washington,111,110,123,-130
1963,Denver,Miami,123,-220,106,190
1964,Atlanta,Milwaukee,109,155,120,-175
1965,Cleveland,GoldenState,101,195,119,-230
1966,LALakers,Boston,113,280,121,-340
1967,Phoenix,Sacramento,122,-900,114,600
1968,Utah,Indiana,119,-550,111,425
1969,Philadelphia,LAClippers,106,-190,103,170
1970,Detroit,OklahomaCity,110,-155,104,135
1971,Washington,NewOrleans,117,130,115,-150
1972,Brooklyn,Charlotte,130,-950,115,625
1973,Toronto,Orlando,113,-155,102,135
1974,Chicago,Memphis,115,145,126,-165
1975,Minnesota,Miami,119,220,111,-260
1976,Houston,Denver,99,340,128,-410
1977,SanAntonio,Portland,106,-125,107,105
1978,Dallas,NewYork,109,-250,117,210
1979,LALakers,Utah,127,-120,115,100
1980,Washington,Detroit,121,-190,100,170
1981,Chicago,Cleveland,106,-150,96,130
1982,Boston,GoldenState,119,-150,114,130
1983,Milwaukee,Memphis,115,-375,128,315
1984,Phoenix,SanAntonio,85,-850,111,575
1985,Atlanta,Indiana,129,-130,117,110
1986,NewYork,NewOrleans,122,105,112,-125
1987,Miami,Brooklyn,109,175,107,-200
1988,Charlotte,Portland,109,175,101,-200
1989,Toronto,OklahomaCity,112,-220,106,190
1990,Orlando,Houston,110,-105,114,-115
1991,Dallas,Sacramento,107,-410,121,340
1992,LAClippers,Minnesota,124,-800,105,550
1993,Detroit,Cleveland,109,150,105,-170
1994,Philadelphia,GoldenState,96,-190,107,170
1995,Boston,Chicago,96,-185,102,165
1996,Miami,Houston,113,-190,91,170
1997,Washington,OklahomaCity,119,-1000,107,650
1998,Milwaukee,Phoenix,127,-150,128,130
1999,Indiana,SanAntonio,94,140,109,-160
2000,Denver,Memphis,139,-340,137,280
2001,LALakers,Utah,97,230,111,-270
2002,Atlanta,Orlando,112,-900,96,600
2003,NewOrleans,Brooklyn,129,-150,134,130
2004,NewYork,Charlotte,109,-200,97,175
2005,Sacramento,Minnesota,120,-155,134,135
2006,Portland,LAClippers,112,180,113,-210
2007,Philadelphia,Phoenix,113,135,116,-155
2008,Washington,GoldenState,118,120,114,-140
2009,Indiana,OklahomaCity,122,-370,116,310
2010,Cleveland,Chicago,121,115,105,-135
2011,Toronto,Brooklyn,114,-185,103,165
2012,Houston,Utah,89,500,112,-700
2013,NewYork,Atlanta,137,105,127,-125
2014,SanAntonio,Miami,87,110,107,-130
2015,Dallas,Detroit,127,-700,117,500
2016,LAClippers,Memphis,117,160,105,-180
2017,Portland,Denver,105,100,106,-120
2018,Sacramento,Minnesota,128,-155,125,135
2019,Orlando,NewOrleans,100,400,135,-500
2020,Boston,Phoenix,99,100,86,-120
2021,Milwaukee,Philadelphia,124,-275,117,235
2022,SanAntonio,Detroit,106,-250,91,210
2023,Chicago,Charlotte,108,-120,91,100
2024,Dallas,LALakers,115,-160,110,140
2025,Brooklyn,Boston,109,-155,104,135
2026,Atlanta,Miami,118,220,103,-260
2027,Charlotte,Cleveland,108,-120,102,100
2028,OklahomaCity,Washington,109,375,129,-450
2029,Houston,LAClippers,104,360,109,-430
2030,Portland,Memphis,128,-175,130,155
2031,GoldenState,Denver,118,120,97,-140
2032,NewYork,Toronto,120,-110,103,-110
2033,Milwaukee,Philadelphia,132,-400,94,330
2034,Indiana,Detroit,115,-185,109,165
2035,NewOrleans,SanAntonio,108,-150,110,130
2036,Miami,Chicago,106,-190,101,170
2037,Dallas,LALakers,108,-125,93,105
2038,Utah,Minnesota,96,-900,101,600
2039,Denver,Houston,129,-1400,116,800
2040,Charlotte,Boston,125,280,104,-340
2041,Brooklyn,Phoenix,128,-115,119,-105
2042,Portland,Memphis,113,-160,120,140
2043,Washington,Cleveland,119,-330,110,270
2044,Atlanta,Milwaukee,111,200,104,-240
2045,Orlando,Indiana,112,195,131,-230
2046,GoldenState,Sacramento,117,-330,113,270
2047,Orlando,LALakers,103,550,114,-800
2048,Washington,SanAntonio,143,115,146,-135
2049,Detroit,Atlanta,100,150,86,-170
2050,Philadelphia,OklahomaCity,121,-2500,90,1100
2051,NewYork,Phoenix,110,120,118,-140
2052,Toronto,Cleveland,112,-850,96,575
2053,Miami,Chicago,102,-240,110,200
2054,Minnesota,Utah,105,425,104,-550
2055,NewOrleans,LAClippers,120,110,103,-130
2056,Denver,Memphis,120,-175,96,155
2057,Sacramento,Dallas,113,210,106,-250
2058,Indiana,Portland,112,190,133,-220
2059,Charlotte,Milwaukee,104,350,114,-420
2060,Boston,OklahomaCity,115,-800,119,550
2061,Toronto,Brooklyn,103,175,116,-200
2062,Houston,Minnesota,107,110,114,-130
2063,GoldenState,Dallas,103,-170,133,150
2064,Philadelphia,Atlanta,127,-450,83,375
2065,Washington,LALakers,116,-105,107,-115
2066,Cleveland,Orlando,104,-165,109,145
2067,Boston,Charlotte,120,-260,111,220
2068,NewYork,Chicago,113,-175,94,155
2069,Miami,SanAntonio,116,-200,111,175
2070,Denver,NewOrleans,114,-170,112,150
2071,Memphis,Portland,109,-120,130,100
2072,Sacramento,Utah,105,320,154,-380
2073,Phoenix,LAClippers,109,-180,101,160
2074,Detroit,Dallas,105,265,115,-320
2075,Indiana,Brooklyn,113,180,130,-210
2076,Minnesota,GoldenState,126,160,114,-180
2077,Houston,Milwaukee,143,800,136,-1250
2078,Denver,Toronto,121,-180,111,160
2079,OklahomaCity,NewOrleans,95,350,109,-420
2080,Philadelphia,Atlanta,126,-335,104,275
2081,Cleveland,Washington,93,225,122,-265
2082,Boston,SanAntonio,143,-180,140,160
2083,Memphis,Orlando,92,-900,75,600
2084,Brooklyn,Portland,109,130,128,-150
2085,Chicago,Milwaukee,98,110,108,-130
2086,Phoenix,Utah,121,-160,100,140
2087,LALakers,Sacramento,106,-650,110,475
2088,Charlotte,Detroit,107,-320,94,265
2089,Houston,GoldenState,87,320,113,-380
2090,Minnesota,NewOrleans,136,140,140,-160
2091,Cleveland,Miami,107,550,124,-800
2092,Atlanta,Chicago,108,-370,97,310
2093,OklahomaCity,Indiana,95,320,152,-380
2094,Orlando,Memphis,112,550,111,-800
2095,Dallas,Washington,125,-200,124,175
2096,LAClippers,Denver,104,-250,110,210
2097,Utah,Toronto,106,-265,102,225
2098,Milwaukee,Brooklyn,117,-145,114,125
2099,Boston,Portland,119,100,129,-120
2100,Houston,NewYork,97,475,122,-650
2101,SanAntonio,Philadelphia,111,450,113,-600
2102,Charlotte,Miami,111,190,121,-220
2103,Dallas,Sacramento,99,-275,111,235
2104,OklahomaCity,Phoenix,120,900,123,-1600
2105,LALakers,Toronto,114,-500,121,400
2106,Detroit,Orlando,112,-130,119,110
2107,Washington,Indiana,154,-190,141,170
2108,NewOrleans,GoldenState,108,-130,123,110
2109,Atlanta,Portland,123,-135,114,115
2110,Chicago,Philadelphia,94,260,106,-310
2111,Memphis,NewYork,104,-180,118,160
2112,Utah,SanAntonio,110,-330,99,270
2113,LALakers,Denver,93,160,89,-180
2114,Cleveland,Phoenix,118,700,134,-1100
2115,Detroit,Charlotte,99,160,102,-180
2116,Milwaukee,Brooklyn,124,-125,118,105
2117,OklahomaCity,Sacramento,99,180,103,-210
2118,NewOrleans,GoldenState,108,-130,103,110
2119,Miami,Dallas,113,-110,127,-110
2120,LAClippers,Toronto,105,-750,100,525
2121,Orlando,Boston,96,625,132,-950
2122,Cleveland,Portland,105,600,141,-900
2123,Minnesota,Memphis,135,140,139,-160
2124,Atlanta,Phoenix,135,-105,103,-115
2125,Houston,Philadelphia,115,850,135,-1500
2126,Indiana,Sacramento,93,-250,104,210
2127,Milwaukee,Washington,135,-175,134,155
2128,Utah,SanAntonio,126,-280,94,240
2129,Denver,NewYork,113,-160,97,140
2130,Charlotte,Chicago,99,160,120,-180
2131,Dallas,Brooklyn,113,130,109,-150
2132,Toronto,Washington,129,115,131,-135
2133,Detroit,Memphis,111,375,97,-450
2134,Indiana,Atlanta,133,205,126,-245
2135,GoldenState,OklahomaCity,118,-1350,97,825
2136,LAClippers,LALakers,118,-380,94,320
2137,Philadelphia,NewOrleans,109,-800,107,550
2138,Chicago,Boston,121,155,99,-175
2139,Milwaukee,Houston,141,-4000,133,1400
2140,Charlotte,Orlando,122,-310,112,260
2141,Miami,Minnesota,121,-340,112,280
2142,Dallas,Cleveland,110,-600,90,450
2143,Phoenix,NewYork,128,-265,105,225
2144,Utah,Denver,127,-180,120,160
2145,Sacramento,SanAntonio,104,170,113,-190
2146,Portland,LALakers,106,-330,101,270
2147,Indiana,Washington,132,160,133,-180
2148,Philadelphia,Detroit,118,-500,104,400
2149,Toronto,Memphis,99,220,109,-260
2150,Denver,Brooklyn,119,145,125,-165
2151,GoldenState,OklahomaCity,136,-1250,97,800
2152,Portland,SanAntonio,124,-240,102,200
2153,Utah,Houston,124,-2500,116,1100
2154,Boston,Miami,124,-110,130,-110
2155,LAClippers,NewYork,100,-350,106,290
2156,Cleveland,Dallas,97,450,124,-600
2157,Charlotte,NewOrleans,110,-155,112,135
2158,Orlando,Minnesota,96,250,128,-300
2159,Detroit,Chicago,96,375,108,-450
2160,LALakers,Phoenix,123,210,110,-250
2161,Sacramento,OklahomaCity,126,-450,98,375
2162,Atlanta,Washington,125,-350,124,290
2163,Cleveland,Indiana,102,375,111,-450
2164,Memphis,NewOrleans,115,-500,110,400
2165,SanAntonio,Milwaukee,146,250,125,-300
2166,GoldenState,Utah,119,105,116,-125
2167,Portland,Houston,140,-1600,129,900
2168,Detroit,Minnesota,100,260,119,-310
2169,Charlotte,Denver,112,200,117,-240
2170,Boston,Miami,121,100,129,-120
2171,Toronto,LAClippers,96,750,115,-1200
2172,Chicago,Brooklyn,107,165,115,-185
2173,Memphis,Dallas,133,135,104,-155
2174,Indiana,Philadelphia,103,180,94,-210
2175,Milwaukee,Orlando,114,-2000,102,1000
2176,GoldenState,Phoenix,122,160,116,-180
2177,Sacramento,OklahomaCity,122,-450,106,375
2178,LALakers,NewYork,101,-145,99,125
2179,Atlanta,Washington,120,-275,116,235
2180,Brooklyn,SanAntonio,128,-200,116,175
2181,Cleveland,Boston,102,210,94,-250
2182,Utah,Portland,98,-115,105,-105
2183,Dallas,NewOrleans,125,-470,107,385
2184,LALakers,Houston,124,-500,122,400
2185,Charlotte,LAClippers,90,290,113,-350
2186,Indiana,Milwaukee,133,375,142,-450
2187,Atlanta,Orlando,116,-1100,93,700
2188,NewYork,SanAntonio,102,-200,98,175
2189,Miami,Philadelphia,106,-125,94,105
2190,Memphis,Sacramento,116,-350,110,290
2191,Chicago,Toronto,114,-600,102,450
2192,Minnesota,Denver,103,120,114,-140
2193,Phoenix,Portland,118,-130,117,110
2194,Washington,Cleveland,120,-480,105,390
2195,Detroit,Denver,91,330,104,-400
2196,OklahomaCity,Utah,93,1000,109,-2000
2197,Philadelphia,Orlando,122,-1600,97,900
2198,Houston,LAClippers,122,250,115,-300
2199,Memphis,Sacramento,107,-160,106,140
2200,Dallas,Toronto,114,-1800,110,950
2201,GoldenState,NewOrleans,125,-120,122,100
2202,Indiana,LALakers,115,330,122,-400
2203,Minnesota,Boston,108,-210,124,180
2204,SanAntonio,Phoenix,103,500,140,-700
2205,NewYork,Charlotte,118,-240,109,200
2206,Milwaukee,Miami,122,-180,108,160
2207,Brooklyn,Chicago,105,-750,91,525
2208,Sacramento,Utah,99,550,121,-800
2209,Atlanta,Houston,124,-330,95,270
2210,GoldenState,Memphis,113,-165,101,145
2211,SanAntonio,Phoenix,121,110,123,-130
2212,Brooklyn,Cleveland,123,-1600,109,900
2213,Detroit,Miami,107,150,120,-170
2214,OklahomaCity,LAClippers,117,300,112,-360
2215,Minnesota,Dallas,136,240,121,-280
2216,Philadelphia,Orlando,128,-260,117,220
2217,NewOrleans,LALakers,98,375,110,-450
2218,Portland,Denver,132,-410,116,340
2219,Chicago,Milwaukee,118,250,112,-300
2220,Washington,Charlotte,115,-275,110,235
2221,NewYork,Boston,96,-1000,92,650
2222,Toronto,Indiana,113,200,125,-240
2223,Indiana,Charlotte,144,-130,117,110
2224,Boston,Washington,118,-130,100,110
2225,Memphis,SanAntonio,100,-190,96,170
2226,LALakers,GoldenState,103,-245,100,205
2227,Washington,Indiana,142,-160,115,140
2228,GoldenState,Memphis,112,-215,117,185
2229,Milwaukee,Miami,109,-220,107,190
2230,Brooklyn,Boston,104,-380,93,320
2231,LAClippers,Dallas,103,-250,113,210
2232,Denver,Portland,109,-120,123,100
2233,NewYork,Atlanta,105,-120,107,100
2234,Philadelphia,Washington,125,-360,118,300
2235,Phoenix,LALakers,99,-140,90,120
2236,Utah,Memphis,109,-375,112,315
2237,Milwaukee,Miami,132,-210,98,180
2238,Denver,Portland,128,-130,109,110
2239,Brooklyn,Boston,130,-500,108,400
2240,Phoenix,LALakers,102,115,109,-135
2241,LAClippers,Dallas,121,-310,127,260
2242,Philadelphia,Washington,120,-380,95,320
2243,NewYork,Atlanta,101,-135,92,115
2244,Utah,Memphis,141,-550,129,425
2245,Miami,Milwaukee,84,105,113,-125
2246,LALakers,Phoenix,109,-280,95,240
2247,Portland,Denver,115,-170,120,150
2248,Atlanta,NewYork,105,-190,94,170
2249,Boston,Brooklyn,125,270,119,-330
2250,Dallas,LAClippers,108,135,118,-155
2251,Miami,Milwaukee,103,165,120,-185
2252,Portland,Denver,115,-200,95,175
2253,Washington,Philadelphia,103,190,132,-220
2254,Memphis,Utah,111,185,121,-215
2255,Atlanta,NewYork,113,-190,96,170
2256,LALakers,Phoenix,92,-300,100,250
2257,Boston,Brooklyn,126,350,141,-420
2258,Dallas,LAClippers,81,140,106,-160
2259,Washington,Philadelphia,122,320,114,-380
2260,Memphis,Utah,113,200,120,-240
2261,Brooklyn,Boston,123,-1200,109,750
2262,Denver,Portland,147,-135,140,115
2263,Phoenix,LALakers,115,-200,85,175
2264,NewYork,Atlanta,89,-120,103,100
2265,LAClippers,Dallas,100,-340,105,280
2266,Utah,Memphis,126,-460,110,380
2267,Philadelphia,Washington,129,-250,112,210
2268,LALakers,Phoenix,100,-140,113,120
2269,Portland,Denver,115,-200,126,175
2270,Dallas,LAClippers,97,125,104,-145
2271,Brooklyn,Milwaukee,115,-165,107,145
2272,Philadelphia,Atlanta,124,-190,128,170
2273,LAClippers,Dallas,126,-265,111,225
2274,Brooklyn,Milwaukee,125,115,86,-135
2275,Phoenix,Denver,122,-220,105,190
2276,Philadelphia,Atlanta,118,-280,102,240
2277,Utah,LAClippers,112,-150,109,130
2278,Phoenix,Denver,123,-210,98,180
2279,Milwaukee,Brooklyn,86,-160,83,140
2280,Utah,LAClippers,117,-140,111,120
2281,Atlanta,Philadelphia,111,110,127,-130
2282,Denver,Phoenix,102,-130,116,110
2283,LAClippers,Utah,132,-200,106,175
2284,Milwaukee,Brooklyn,107,115,96,-135
2285,Denver,Phoenix,118,135,125,-155
2286,Atlanta,Philadelphia,103,130,100,-150
2287,LAClippers,Utah,118,-220,104,190
2288,Brooklyn,Milwaukee,114,100,108,-120
2289,Philadelphia,Atlanta,106,-300,109,250
2290,Utah,LAClippers,111,-370,119,310
2291,Milwaukee,Brooklyn,104,-200,89,175
2292,Atlanta,Philadelphia,99,-200,104,175
2293,LAClippers,Utah,131,135,119,-155
2294,Brooklyn,Milwaukee,111,125,115,-145
2295,Philadelphia,Atlanta,96,-280,103,240
2296,Phoenix,LAClippers,120,-170,114,150
2297,Phoenix,LAClippers,104,-185,103,165
2298,Milwaukee,Atlanta,113,-360,116,300
2299,LAClippers,Phoenix,106,-105,92,-115
2300,Milwaukee,Atlanta,125,-370,91,310
2301,LAClippers,Phoenix,80,-110,84,-110
2302,Atlanta,Milwaukee,102,165,113,-185
2303,Phoenix,LAClippers,102,-280,116,240
2304,Atlanta,Milwaukee,110,350,88,-420
2305,LAClippers,Phoenix,103,-105,130,-115
2306,Milwaukee,Atlanta,123,-185,112,165
2307,Atlanta,Milwaukee,107,-160,118,140
2308,Phoenix,Milwaukee,118,-220,105,190
2309,Phoenix,Milwaukee,118,-180,108,160
2310,Milwaukee,Phoenix,120,-210,100,180
2311,Milwaukee,Phoenix,109,-190,103,170
2312,Phoenix,Milwaukee,119,-170,123,150
2313,Milwaukee,Phoenix,105,-190,98,170
2314,Milwaukee,Brooklyn,127,-125,104,105
2315,LALakers,GoldenState,114,-160,121,140
2316,Charlotte,Indiana,123,105,122,-125
2317,Detroit,Chicago,88,190,94,-220
2318,Toronto,Washington,83,-140,98,120
2319,NewYork,Boston,138,-140,134,120
2320,Memphis,Cleveland,132,-280,121,240
2321,NewOrleans,Philadelphia,97,150,117,-170
2322,Minnesota,Houston,124,-260,106,220
2323,SanAntonio,Orlando,123,-265,97,225
2324,Utah,OklahomaCity,107,-1200,86,750
2325,Portland,Sacramento,121,-260,124,220
2326,Phoenix,Denver,98,-240,110,200
2327,Atlanta,Dallas,113,-140,87,120
2328,Miami,Milwaukee,137,-150,95,130
2329,GoldenState,LAClippers,115,-180,113,160
2330,Orlando,NewYork,96,290,121,-350
2331,Cleveland,Charlotte,112,115,123,-135
2332,Washington,Indiana,135,110,134,-130
2333,Boston,Toronto,83,-280,115,240
2334,Philadelphia,Brooklyn,109,100,114,-120
2335,Houston,OklahomaCity,124,-150,91,130
2336,Chicago,NewOrleans,128,-275,112,235
2337,Denver,SanAntonio,102,-310,96,260
2338,LALakers,Phoenix,105,-125,115,105
2339,Sacramento,Utah,101,200,110,-240
2340,Cleveland,Atlanta,101,300,95,-360
2341,Indiana,Miami,102,135,91,-155
2342,Toronto,Dallas,95,170,103,-190
2343,Minnesota,NewOrleans,96,-310,89,260
2344,Chicago,Detroit,97,-340,82,280
2345,SanAntonio,Milwaukee,111,210,121,-250
2346,Portland,Phoenix,134,-155,105,135
2347,LAClippers,Memphis,114,-175,120,155
2348,Brooklyn,Charlotte,95,-420,111,350
2349,NewYork,Orlando,104,-900,110,600
2350,Houston,Boston,97,180,107,-210
2351,OklahomaCity,Philadelphia,103,400,115,-500
2352,Sacramento,GoldenState,107,130,119,-150
2353,LALakers,Memphis,121,-210,118,180
2354,Indiana,Milwaukee,109,-105,119,-115
2355,Charlotte,Boston,129,110,140,-130
2356,Miami,Orlando,107,-1100,90,700
2357,Toronto,Chicago,108,115,111,-135
2358,Atlanta,Detroit,122,-750,104,525
2359,Brooklyn,Washington,104,-240,90,200
2360,Minnesota,NewOrleans,98,-220,107,190
2361,Denver,Cleveland,87,-500,99,400
2362,LAClippers,Portland,116,-140,86,120
2363,NewYork,Philadelphia,112,-120,99,100
2364,OklahomaCity,GoldenState,98,450,106,-600
2365,Dallas,Houston,116,-650,106,475
2366,SanAntonio,LALakers,121,-135,125,115
2367,Utah,Denver,122,-320,110,265
2368,Orlando,Charlotte,111,180,120,-210
2369,Brooklyn,Miami,93,-160,106,140
2370,Toronto,Indiana,118,-120,100,100
2371,NewOrleans,Atlanta,99,175,102,-200
2372,Boston,Washington,107,-175,116,155
2373,OklahomaCity,LALakers,123,190,115,-220
2374,Milwaukee,Minnesota,108,-235,113,195
2375,Phoenix,Sacramento,107,-360,110,300
2376,Portland,Memphis,116,-135,96,115
2377,LAClippers,Cleveland,79,-350,92,290
2378,Philadelphia,Detroit,110,-600,102,450
2379,Washington,Atlanta,122,150,111,-170
2380,Chicago,NewYork,103,-120,104,100
2381,Houston,Utah,91,375,122,-450
2382,Dallas,SanAntonio,104,-260,99,220
2383,GoldenState,Memphis,101,-240,104,200
2384,Toronto,Orlando,110,-460,109,380
2385,Miami,Charlotte,114,-280,99,240
2386,Brooklyn,Indiana,105,-410,98,340
2387,NewOrleans,Sacramento,109,100,113,-120
2388,Portland,LAClippers,111,-160,92,140
2389,Denver,Dallas,106,-165,75,145
2390,LALakers,Cleveland,113,-350,101,290
2391,Washington,Boston,115,-130,112,110
2392,Detroit,Orlando,110,-240,103,200
2393,NewOrleans,NewYork,117,300,123,-360
2394,Indiana,Toronto,94,-145,97,125
2395,Philadelphia,Atlanta,122,-165,94,145
2396,Chicago,Utah,107,140,99,-160
2397,Milwaukee,SanAntonio,93,-280,102,240
2398,Memphis,Miami,103,-155,129,135
2399,GoldenState,OklahomaCity,103,-900,82,600
2400,Minnesota,Denver,91,-125,93,105
2401,Phoenix,Cleveland,101,-500,92,400
2402,Dallas,Sacramento,105,-185,99,165
2403,Charlotte,Portland,125,105,113,-125
2404,Milwaukee,Utah,95,165,107,-185
2405,Brooklyn,Detroit,117,-900,91,600
2406,LALakers,Houston,95,-650,85,475
2407,Charlotte,Cleveland,110,-210,113,180
2408,Philadelphia,Portland,113,105,103,-125
2409,Indiana,SanAntonio,131,-140,118,120
2410,NewYork,Toronto,104,-300,113,250
2411,Atlanta,Washington,118,-200,111,175
2412,Boston,Chicago,114,-140,128,120
2413,Memphis,Denver,106,-135,97,115
2414,Minnesota,Orlando,97,-380,115,320
2415,LAClippers,OklahomaCity,99,-800,94,550
2416,Detroit,Milwaukee,89,160,117,-180
2417,Dallas,Miami,110,120,125,-140
2418,Utah,Sacramento,119,-410,113,340
2419,Phoenix,NewOrleans,112,-450,100,375
2420,LALakers,Houston,119,-600,117,450
2421,Cleveland,Portland,107,180,104,-210
2422,Orlando,Boston,79,250,92,-300
2423,Washington,Toronto,100,-160,109,140
2424,Philadelphia,Chicago,103,-140,98,120
2425,Indiana,NewYork,111,-115,98,-105
2426,Brooklyn,Atlanta,117,-185,108,165
2427,Memphis,Denver,108,105,106,-125
2428,Minnesota,LAClippers,115,120,126,-140
2429,SanAntonio,Dallas,108,110,109,-130
2430,Sacramento,NewOrleans,112,-220,99,190
2431,GoldenState,Charlotte,114,-240,92,200
2432,Detroit,Philadelphia,98,170,109,-190
2433,Atlanta,Utah,98,100,116,-120
2434,Miami,Boston,78,-265,95,225
2435,Phoenix,Houston,123,-700,111,500
2436,LALakers,OklahomaCity,104,-650,107,475
2437,Orlando,SanAntonio,89,150,102,-170
2438,Detroit,Brooklyn,90,400,96,-500
2439,Washington,Memphis,115,-140,87,120
2440,Milwaukee,NewYork,98,-165,113,145
2441,Toronto,Cleveland,101,-230,102,195
2442,Minnesota,LAClippers,84,120,104,-140
2443,GoldenState,NewOrleans,126,-480,85,390
2444,Sacramento,Charlotte,140,-135,110,115
2445,Portland,Indiana,110,-210,106,180
2446,Denver,Houston,95,-700,94,500
2447,Miami,Utah,118,-110,115,-110
2448,Chicago,Philadelphia,105,-170,114,150
2449,Dallas,Boston,107,-160,104,140
2450,Phoenix,Atlanta,121,-165,117,145
2451,Portland,LALakers,105,-205,90,180
2452,Toronto,Brooklyn,103,135,116,-155
2453,Sacramento,Indiana,91,-140,94,120
2454,NewYork,Cleveland,109,-310,126,260
2455,Orlando,Utah,107,500,100,-700
2456,Washington,Milwaukee,101,-105,94,-115
2457,OklahomaCity,SanAntonio,99,145,94,-165
2458,GoldenState,Houston,120,-1000,107,650
2459,LAClippers,Charlotte,120,-250,106,210
2460,Philadelphia,NewYork,96,105,103,-125
2461,Chicago,Brooklyn,118,-120,95,100
2462,Memphis,Minnesota,125,-185,118,165
2463,Dallas,NewOrleans,108,-400,92,330
2464,Denver,Miami,113,105,96,-125
2465,GoldenState,Atlanta,127,-160,113,140
