,date,away,away_pts,home,home_pts,pt_diff,home_win,home_loss
1131,2020-09-22,Los Angeles Lakers,106,Denver Nuggets,114,8,1,0
1132,2020-09-23,Boston Celtics,109,Miami Heat,112,3,1,0
1133,2020-09-24,Los Angeles Lakers,114,Denver Nuggets,108,-6,0,1
1134,2020-09-25,Miami Heat,108,Boston Celtics,121,13,1,0
1135,2020-09-26,Denver Nuggets,107,Los Angeles Lakers,117,10,1,0
1136,2020-09-27,Boston Celtics,113,Miami Heat,125,12,1,0
1137,2020-09-30,Miami Heat,98,Los Angeles Lakers,116,18,1,0
1138,2020-10-02,Miami Heat,114,Los Angeles Lakers,124,10,1,0
1139,2020-10-04,Los Angeles Lakers,104,Miami Heat,115,11,1,0
1140,2020-10-06,Los Angeles Lakers,102,Miami Heat,96,-6,0,1
1141,2020-10-09,Miami Heat,111,Los Angeles Lakers,108,-3,0,1
1142,2020-10-11,Los Angeles Lakers,106,Miami Heat,93,-13,0,1
1143,2020-12-22,Golden State Warriors,99,Brooklyn Nets,125,26,1,0
1144,2020-12-22,Los Angeles Clippers,116,Los Angeles Lakers,109,-7,0,1
1145,2020-12-23,Charlotte Hornets,114,Cleveland Cavaliers,121,7,1,0
1146,2020-12-23,New York Knicks,107,Indiana Pacers,121,14,1,0
1147,2020-12-23,Miami Heat,107,Orlando Magic,113,6,1,0
1148,2020-12-23,Washington Wizards,107,Philadelphia 76ers,113,6,1,0
1149,2020-12-23,New Orleans Pelicans,113,Toronto Raptors,99,-14,0,1
1150,2020-12-23,Milwaukee Bucks,121,Boston Celtics,122,1,1,0
1151,2020-12-23,Atlanta Hawks,124,Chicago Bulls,104,-20,0,1
1152,2020-12-23,San Antonio Spurs,131,Memphis Grizzlies,119,-12,0,1
1153,2020-12-23,Detroit Pistons,101,Minnesota Timberwolves,111,10,1,0
1154,2020-12-23,Sacramento Kings,124,Denver Nuggets,122,-2,0,1
1155,2020-12-23,Utah Jazz,120,Portland Trail Blazers,100,-20,0,1
1156,2020-12-23,Dallas Mavericks,102,Phoenix Suns,106,4,1,0
1157,2020-12-25,New Orleans Pelicans,98,Miami Heat,111,13,1,0
1158,2020-12-25,Golden State Warriors,99,Milwaukee Bucks,138,39,1,0
1159,2020-12-25,Brooklyn Nets,123,Boston Celtics,95,-28,0,1
1160,2020-12-25,Dallas Mavericks,115,Los Angeles Lakers,138,23,1,0
1161,2020-12-25,Los Angeles Clippers,121,Denver Nuggets,108,-13,0,1
1162,2020-12-26,Atlanta Hawks,122,Memphis Grizzlies,112,-10,0,1
1163,2020-12-26,Oklahoma City Thunder,109,Charlotte Hornets,107,-2,0,1
1164,2020-12-26,Cleveland Cavaliers,128,Detroit Pistons,119,-9,0,1
1165,2020-12-26,Orlando Magic,130,Washington Wizards,120,-10,0,1
1166,2020-12-26,Philadelphia 76ers,109,New York Knicks,89,-20,0,1
1167,2020-12-26,Indiana Pacers,125,Chicago Bulls,106,-19,0,1
1168,2020-12-26,Toronto Raptors,114,San Antonio Spurs,119,5,1,0
1169,2020-12-26,Minnesota Timberwolves,116,Utah Jazz,111,-5,0,1
1170,2020-12-26,Houston Rockets,126,Portland Trail Blazers,128,2,1,0
1171,2020-12-26,Phoenix Suns,103,Sacramento Kings,106,3,1,0
1172,2020-12-27,Dallas Mavericks,124,Los Angeles Clippers,73,-51,0,1
1173,2020-12-27,San Antonio Spurs,95,New Orleans Pelicans,98,3,1,0
1174,2020-12-27,Orlando Magic,120,Washington Wizards,113,-7,0,1
1175,2020-12-27,Brooklyn Nets,104,Charlotte Hornets,106,2,1,0
1176,2020-12-27,Philadelphia 76ers,94,Cleveland Cavaliers,118,24,1,0
1177,2020-12-27,Milwaukee Bucks,110,New York Knicks,130,20,1,0
1178,2020-12-27,Boston Celtics,107,Indiana Pacers,108,1,1,0
1179,2020-12-27,Golden State Warriors,129,Chicago Bulls,128,-1,0,1
1180,2020-12-27,Phoenix Suns,116,Sacramento Kings,100,-16,0,1
1181,2020-12-27,Minnesota Timberwolves,91,Los Angeles Lakers,127,36,1,0
1182,2020-12-28,Memphis Grizzlies,116,Brooklyn Nets,111,-5,0,1
1183,2020-12-28,Detroit Pistons,120,Atlanta Hawks,128,8,1,0
1184,2020-12-28,Utah Jazz,110,Oklahoma City Thunder,109,-1,0,1
1185,2020-12-28,Houston Rockets,111,Denver Nuggets,124,13,1,0
1186,2020-12-28,Portland Trail Blazers,115,Los Angeles Lakers,107,-8,0,1
1187,2020-12-29,New York Knicks,95,Cleveland Cavaliers,86,-9,0,1
1188,2020-12-29,Golden State Warriors,116,Detroit Pistons,106,-10,0,1
1189,2020-12-29,Boston Celtics,116,Indiana Pacers,111,-5,0,1
1190,2020-12-29,Chicago Bulls,115,Washington Wizards,107,-8,0,1
1191,2020-12-29,Toronto Raptors,93,Philadelphia 76ers,100,7,1,0
1192,2020-12-29,Milwaukee Bucks,144,Miami Heat,97,-47,0,1
1193,2020-12-29,Orlando Magic,118,Oklahoma City Thunder,107,-11,0,1
1194,2020-12-29,New Orleans Pelicans,86,Phoenix Suns,111,25,1,0
1195,2020-12-29,Denver Nuggets,115,Sacramento Kings,125,10,1,0
1196,2020-12-29,Minnesota Timberwolves,101,Los Angeles Clippers,124,23,1,0
1197,2020-12-30,Milwaukee Bucks,108,Miami Heat,119,11,1,0
1198,2020-12-30,Atlanta Hawks,141,Brooklyn Nets,145,4,1,0
1199,2020-12-30,Memphis Grizzlies,107,Boston Celtics,126,19,1,0
1200,2020-12-30,Charlotte Hornets,118,Dallas Mavericks,99,-19,0,1
1201,2020-12-30,Los Angeles Lakers,121,San Antonio Spurs,107,-14,0,1
1202,2020-12-30,Portland Trail Blazers,105,Los Angeles Clippers,128,23,1,0
1203,2020-12-31,Cleveland Cavaliers,99,Indiana Pacers,119,20,1,0
1204,2020-12-31,Chicago Bulls,133,Washington Wizards,130,-3,0,1
1205,2020-12-31,Philadelphia 76ers,116,Orlando Magic,92,-24,0,1
1206,2020-12-31,Sacramento Kings,119,Houston Rockets,122,3,1,0
1207,2020-12-31,New York Knicks,83,Toronto Raptors,100,17,1,0
1208,2020-12-31,New Orleans Pelicans,113,Oklahoma City Thunder,80,-33,0,1
1209,2020-12-31,Phoenix Suns,106,Utah Jazz,95,-11,0,1
1210,2021-01-01,Memphis Grizzlies,108,Charlotte Hornets,93,-15,0,1
1211,2021-01-01,Miami Heat,83,Dallas Mavericks,93,10,1,0
1212,2021-01-01,Boston Celtics,93,Detroit Pistons,96,3,1,0
1213,2021-01-01,Atlanta Hawks,114,Brooklyn Nets,96,-18,0,1
1214,2021-01-01,Chicago Bulls,96,Milwaukee Bucks,126,30,1,0
1215,2021-01-01,Washington Wizards,130,Minnesota Timberwolves,109,-21,0,1
1216,2021-01-01,Los Angeles Lakers,109,San Antonio Spurs,103,-6,0,1
1217,2021-01-01,Phoenix Suns,106,Denver Nuggets,103,-3,0,1
1218,2021-01-01,Los Angeles Clippers,100,Utah Jazz,106,6,1,0
1219,2021-01-01,Portland Trail Blazers,123,Golden State Warriors,98,-25,0,1
1220,2021-01-02,Sacramento Kings,94,Houston Rockets,102,8,1,0
1221,2021-01-02,New York Knicks,106,Indiana Pacers,102,-4,0,1
1222,2021-01-02,Oklahoma City Thunder,108,Orlando Magic,99,-9,0,1
1223,2021-01-02,Charlotte Hornets,112,Philadelphia 76ers,127,15,1,0
1224,2021-01-02,Cleveland Cavaliers,96,Atlanta Hawks,91,-5,0,1
1225,2021-01-02,Toronto Raptors,116,New Orleans Pelicans,120,4,1,0
1226,2021-01-03,Boston Celtics,122,Detroit Pistons,120,-2,0,1
1227,2021-01-03,Washington Wizards,123,Brooklyn Nets,122,-1,0,1
1228,2021-01-03,Los Angeles Lakers,108,Memphis Grizzlies,94,-14,0,1
1229,2021-01-03,Denver Nuggets,124,Minnesota Timberwolves,109,-15,0,1
1230,2021-01-03,Utah Jazz,130,San Antonio Spurs,109,-21,0,1
1231,2021-01-03,Dallas Mavericks,108,Chicago Bulls,118,10,1,0
1232,2021-01-03,Los Angeles Clippers,112,Phoenix Suns,107,-5,0,1
1233,2021-01-03,Portland Trail Blazers,122,Golden State Warriors,137,15,1,0
1234,2021-01-04,Cleveland Cavaliers,83,Orlando Magic,103,20,1,0
1235,2021-01-04,Charlotte Hornets,101,Philadelphia 76ers,118,17,1,0
1236,2021-01-04,New York Knicks,113,Atlanta Hawks,108,-5,0,1
1237,2021-01-04,Oklahoma City Thunder,90,Miami Heat,118,28,1,0
1238,2021-01-04,Boston Celtics,126,Toronto Raptors,114,-12,0,1
1239,2021-01-04,Dallas Mavericks,113,Houston Rockets,100,-13,0,1
1240,2021-01-04,Detroit Pistons,115,Milwaukee Bucks,125,10,1,0
1241,2021-01-04,Indiana Pacers,118,New Orleans Pelicans,116,-2,0,1
1242,2021-01-04,Sacramento Kings,106,Golden State Warriors,137,31,1,0
1243,2021-01-05,Utah Jazz,96,Brooklyn Nets,130,34,1,0
1244,2021-01-05,Los Angeles Lakers,94,Memphis Grizzlies,92,-2,0,1
1245,2021-01-05,Minnesota Timberwolves,116,Denver Nuggets,123,7,1,0
1246,2021-01-05,San Antonio Spurs,116,Los Angeles Clippers,113,-3,0,1
1247,2021-01-05,Chicago Bulls,111,Portland Trail Blazers,108,-3,0,1
1248,2021-01-06,Houston Rockets,107,Indiana Pacers,114,7,1,0
1249,2021-01-06,Cleveland Cavaliers,94,Orlando Magic,105,11,1,0
1250,2021-01-06,Washington Wizards,136,Philadelphia 76ers,141,5,1,0
1251,2021-01-06,Charlotte Hornets,102,Atlanta Hawks,94,-8,0,1
1252,2021-01-06,Boston Celtics,107,Miami Heat,105,-2,0,1
1253,2021-01-06,Utah Jazz,100,New York Knicks,112,12,1,0
1254,2021-01-06,Detroit Pistons,115,Milwaukee Bucks,130,15,1,0
1255,2021-01-06,Oklahoma City Thunder,111,New Orleans Pelicans,110,-1,0,1
1256,2021-01-06,Toronto Raptors,115,Phoenix Suns,123,8,1,0
1257,2021-01-06,Los Angeles Clippers,108,Golden State Warriors,101,-7,0,1
1258,2021-01-06,Chicago Bulls,124,Sacramento Kings,128,4,1,0
1259,2021-01-07,Philadelphia 76ers,109,Brooklyn Nets,122,13,1,0
1260,2021-01-07,Cleveland Cavaliers,94,Memphis Grizzlies,90,-4,0,1
1261,2021-01-07,Dallas Mavericks,124,Denver Nuggets,117,-7,0,1
1262,2021-01-07,San Antonio Spurs,118,Los Angeles Lakers,109,-9,0,1
1263,2021-01-07,Minnesota Timberwolves,117,Portland Trail Blazers,135,18,1,0
1264,2021-01-08,Phoenix Suns,105,Detroit Pistons,110,5,1,0
1265,2021-01-08,Washington Wizards,107,Boston Celtics,116,9,1,0
1266,2021-01-08,Charlotte Hornets,118,New Orleans Pelicans,110,-8,0,1
1267,2021-01-08,Oklahoma City Thunder,101,New York Knicks,89,-12,0,1
1268,2021-01-08,Orlando Magic,90,Houston Rockets,132,42,1,0
1269,2021-01-08,Brooklyn Nets,110,Memphis Grizzlies,115,5,1,0
1270,2021-01-08,Utah Jazz,131,Milwaukee Bucks,118,-13,0,1
1271,2021-01-08,Los Angeles Clippers,105,Golden State Warriors,115,10,1,0
1272,2021-01-08,Chicago Bulls,115,Los Angeles Lakers,117,2,1,0
1273,2021-01-08,Toronto Raptors,144,Sacramento Kings,123,-21,0,1
1274,2021-01-09,Denver Nuggets,115,Philadelphia 76ers,103,-12,0,1
1275,2021-01-09,Atlanta Hawks,105,Charlotte Hornets,113,8,1,0
1276,2021-01-09,Phoenix Suns,125,Indiana Pacers,117,-8,0,1
1277,2021-01-09,Miami Heat,128,Washington Wizards,124,-4,0,1
1278,2021-01-09,Cleveland Cavaliers,90,Milwaukee Bucks,100,10,1,0
1279,2021-01-09,San Antonio Spurs,125,Minnesota Timberwolves,122,-3,0,1
1280,2021-01-09,Orlando Magic,98,Dallas Mavericks,112,14,1,0
1281,2021-01-09,Portland Trail Blazers,125,Sacramento Kings,99,-26,0,1
1282,2021-01-10,Utah Jazz,96,Detroit Pistons,86,-10,0,1
1283,2021-01-10,Chicago Bulls,127,Los Angeles Clippers,130,3,1,0
1284,2021-01-10,Oklahoma City Thunder,129,Brooklyn Nets,116,-13,0,1
1285,2021-01-10,Denver Nuggets,114,New York Knicks,89,-25,0,1
1286,2021-01-10,Los Angeles Lakers,120,Houston Rockets,102,-18,0,1
1287,2021-01-10,San Antonio Spurs,88,Minnesota Timberwolves,96,8,1,0
1288,2021-01-10,Toronto Raptors,105,Golden State Warriors,106,1,1,0
1289,2021-01-11,New York Knicks,88,Charlotte Hornets,109,21,1,0
1290,2021-01-11,Memphis Grizzlies,101,Cleveland Cavaliers,91,-10,0,1
1291,2021-01-11,Milwaukee Bucks,121,Orlando Magic,99,-22,0,1
1292,2021-01-11,Phoenix Suns,107,Washington Wizards,128,21,1,0
1293,2021-01-11,Philadelphia 76ers,94,Atlanta Hawks,112,18,1,0
1294,2021-01-11,Toronto Raptors,111,Portland Trail Blazers,112,1,1,0
1295,2021-01-11,Indiana Pacers,122,Sacramento Kings,127,5,1,0
1296,2021-01-12,Miami Heat,134,Philadelphia 76ers,137,3,1,0
1297,2021-01-12,Denver Nuggets,116,Brooklyn Nets,122,6,1,0
1298,2021-01-12,Utah Jazz,117,Cleveland Cavaliers,87,-30,0,1
1299,2021-01-12,Los Angeles Lakers,117,Houston Rockets,100,-17,0,1
1300,2021-01-12,San Antonio Spurs,112,Oklahoma City Thunder,102,-10,0,1
1301,2021-01-12,Indiana Pacers,104,Golden State Warriors,95,-9,0,1
1302,2021-01-13,Dallas Mavericks,104,Charlotte Hornets,93,-11,0,1
1303,2021-01-13,Milwaukee Bucks,110,Detroit Pistons,101,-9,0,1
1304,2021-01-13,Brooklyn Nets,116,New York Knicks,109,-7,0,1
1305,2021-01-13,Memphis Grizzlies,118,Minnesota Timberwolves,107,-11,0,1
1306,2021-01-13,Los Angeles Lakers,128,Oklahoma City Thunder,99,-29,0,1
1307,2021-01-13,New Orleans Pelicans,106,Los Angeles Clippers,111,5,1,0
1308,2021-01-13,Portland Trail Blazers,132,Sacramento Kings,126,-6,0,1
1309,2021-01-14,Miami Heat,108,Philadelphia 76ers,125,17,1,0
1310,2021-01-14,Houston Rockets,109,San Antonio Spurs,105,-4,0,1
1311,2021-01-14,Charlotte Hornets,108,Toronto Raptors,111,3,1,0
1312,2021-01-14,Golden State Warriors,104,Denver Nuggets,114,10,1,0
1313,2021-01-14,Indiana Pacers,111,Portland Trail Blazers,87,-24,0,1
1314,2021-01-15,Orlando Magic,97,Boston Celtics,124,27,1,0
1315,2021-01-15,New York Knicks,103,Cleveland Cavaliers,106,3,1,0
1316,2021-01-15,Dallas Mavericks,109,Milwaukee Bucks,112,3,1,0
1317,2021-01-15,Chicago Bulls,125,Oklahoma City Thunder,127,2,1,0
1318,2021-01-15,Atlanta Hawks,92,Utah Jazz,116,24,1,0
1319,2021-01-15,New Orleans Pelicans,95,Los Angeles Lakers,112,17,1,0
1320,2021-01-15,Los Angeles Clippers,138,Sacramento Kings,100,-38,0,1
1321,2021-01-16,Houston Rockets,91,San Antonio Spurs,103,12,1,0
1322,2021-01-16,Orlando Magic,115,Brooklyn Nets,122,7,1,0
1323,2021-01-16,Charlotte Hornets,113,Toronto Raptors,116,3,1,0
1324,2021-01-16,Philadelphia 76ers,104,Memphis Grizzlies,106,2,1,0
1325,2021-01-16,Detroit Pistons,120,Miami Heat,100,-20,0,1
1326,2021-01-16,Atlanta Hawks,106,Portland Trail Blazers,112,6,1,0
1327,2021-01-17,New York Knicks,105,Boston Celtics,75,-30,0,1
1328,2021-01-17,Chicago Bulls,117,Dallas Mavericks,101,-16,0,1
1329,2021-01-17,Utah Jazz,109,Denver Nuggets,105,-4,0,1
1330,2021-01-17,New Orleans Pelicans,128,Sacramento Kings,123,-5,0,1
1331,2021-01-17,Indiana Pacers,96,Los Angeles Clippers,129,33,1,0
1332,2021-01-18,Orlando Magic,84,New York Knicks,91,7,1,0
1333,2021-01-18,Minnesota Timberwolves,97,Atlanta Hawks,108,11,1,0
1334,2021-01-18,San Antonio Spurs,125,Portland Trail Blazers,104,-21,0,1
1335,2021-01-18,Phoenix Suns,104,Memphis Grizzlies,108,4,1,0
1336,2021-01-18,Milwaukee Bucks,123,Brooklyn Nets,125,2,1,0
1337,2021-01-18,Dallas Mavericks,93,Toronto Raptors,116,23,1,0
1338,2021-01-18,Houston Rockets,120,Chicago Bulls,125,5,1,0
1339,2021-01-18,Detroit Pistons,107,Miami Heat,113,6,1,0
1340,2021-01-18,Golden State Warriors,115,Los Angeles Lakers,113,-2,0,1
1341,2021-01-19,Oklahoma City Thunder,101,Denver Nuggets,119,18,1,0
1342,2021-01-19,New Orleans Pelicans,102,Utah Jazz,118,16,1,0
1343,2021-01-20,Brooklyn Nets,135,Cleveland Cavaliers,147,12,1,0
1344,2021-01-20,Dallas Mavericks,124,Indiana Pacers,112,-12,0,1
1345,2021-01-20,Boston Celtics,109,Philadelphia 76ers,117,8,1,0
1346,2021-01-20,Detroit Pistons,115,Atlanta Hawks,123,8,1,0
1347,2021-01-20,Miami Heat,111,Toronto Raptors,102,-9,0,1
1348,2021-01-20,Orlando Magic,97,Minnesota Timberwolves,96,-1,0,1
1349,2021-01-20,Phoenix Suns,109,Houston Rockets,103,-6,0,1
1350,2021-01-20,San Antonio Spurs,99,Golden State Warriors,121,22,1,0
1351,2021-01-20,Sacramento Kings,96,Los Angeles Clippers,115,19,1,0
1352,2021-01-21,Los Angeles Lakers,113,Milwaukee Bucks,106,-7,0,1
1353,2021-01-21,New York Knicks,119,Golden State Warriors,104,-15,0,1
1354,2021-01-21,New Orleans Pelicans,118,Utah Jazz,129,11,1,0
1355,2021-01-22,Chicago Bulls,123,Charlotte Hornets,110,-13,0,1
1356,2021-01-22,Houston Rockets,103,Detroit Pistons,102,-1,0,1
1357,2021-01-22,Orlando Magic,118,Indiana Pacers,120,2,1,0
1358,2021-01-22,Brooklyn Nets,113,Cleveland Cavaliers,125,12,1,0
1359,2021-01-22,Boston Celtics,110,Philadelphia 76ers,122,12,1,0
1360,2021-01-22,Miami Heat,81,Toronto Raptors,101,20,1,0
1361,2021-01-22,Atlanta Hawks,116,Minnesota Timberwolves,98,-18,0,1
1362,2021-01-22,Dallas Mavericks,122,San Antonio Spurs,117,-5,0,1
1363,2021-01-22,Oklahoma City Thunder,106,Los Angeles Clippers,120,14,1,0
1364,2021-01-22,Denver Nuggets,130,Phoenix Suns,126,-4,0,1
1365,2021-01-22,New York Knicks,94,Sacramento Kings,103,9,1,0
1366,2021-01-23,Miami Heat,124,Brooklyn Nets,128,4,1,0
1367,2021-01-23,Philadelphia 76ers,114,Detroit Pistons,110,-4,0,1
1368,2021-01-23,New Orleans Pelicans,110,Minnesota Timberwolves,120,10,1,0
1369,2021-01-23,Los Angeles Lakers,101,Chicago Bulls,90,-11,0,1
1370,2021-01-23,Houston Rockets,133,Dallas Mavericks,108,-25,0,1
1371,2021-01-23,Denver Nuggets,120,Phoenix Suns,112,-8,0,1
1372,2021-01-23,Golden State Warriors,108,Utah Jazz,127,19,1,0
1373,2021-01-24,Toronto Raptors,107,Indiana Pacers,102,-5,0,1
1374,2021-01-24,Oklahoma City Thunder,100,Los Angeles Clippers,108,8,1,0
1375,2021-01-24,Cleveland Cavaliers,103,Boston Celtics,141,38,1,0
1376,2021-01-24,Charlotte Hornets,107,Orlando Magic,104,-3,0,1
1377,2021-01-24,Atlanta Hawks,115,Milwaukee Bucks,129,14,1,0
1378,2021-01-24,Washington Wizards,101,San Antonio Spurs,121,20,1,0
1379,2021-01-24,New York Knicks,113,Portland Trail Blazers,116,3,1,0
1380,2021-01-25,Philadelphia 76ers,104,Detroit Pistons,119,15,1,0
1381,2021-01-25,Toronto Raptors,114,Indiana Pacers,129,15,1,0
1382,2021-01-25,Charlotte Hornets,108,Orlando Magic,117,9,1,0
1383,2021-01-25,Miami Heat,85,Brooklyn Nets,98,13,1,0
1384,2021-01-25,Los Angeles Lakers,115,Cleveland Cavaliers,108,-7,0,1
1385,2021-01-25,Denver Nuggets,117,Dallas Mavericks,113,-4,0,1
1386,2021-01-25,Boston Celtics,119,Chicago Bulls,103,-16,0,1
1387,2021-01-25,Minnesota Timberwolves,108,Golden State Warriors,130,22,1,0
1388,2021-01-25,Oklahoma City Thunder,125,Portland Trail Blazers,122,-3,0,1
1389,2021-01-26,Los Angeles Clippers,99,Atlanta Hawks,108,9,1,0
1390,2021-01-26,Washington Wizards,88,Houston Rockets,107,19,1,0
1391,2021-01-26,New York Knicks,94,Utah Jazz,108,14,1,0
1392,2021-01-27,Indiana Pacers,116,Charlotte Hornets,106,-10,0,1
1393,2021-01-27,Detroit Pistons,107,Cleveland Cavaliers,122,15,1,0
1394,2021-01-27,Sacramento Kings,121,Orlando Magic,107,-14,0,1
1395,2021-01-27,Brooklyn Nets,132,Atlanta Hawks,128,-4,0,1
1396,2021-01-27,Denver Nuggets,109,Miami Heat,82,-27,0,1
1397,2021-01-27,Los Angeles Lakers,106,Philadelphia 76ers,107,1,1,0
1398,2021-01-27,Milwaukee Bucks,115,Toronto Raptors,108,-7,0,1
1399,2021-01-27,Boston Celtics,106,San Antonio Spurs,110,4,1,0
1400,2021-01-27,Washington Wizards,106,New Orleans Pelicans,124,18,1,0
1401,2021-01-27,Oklahoma City Thunder,102,Phoenix Suns,97,-5,0,1
1402,2021-01-27,Dallas Mavericks,104,Utah Jazz,116,12,1,0
1403,2021-01-27,Minnesota Timberwolves,111,Golden State Warriors,123,12,1,0
1404,2021-01-28,Portland Trail Blazers,101,Houston Rockets,104,3,1,0
1405,2021-01-28,Los Angeles Lakers,92,Detroit Pistons,107,15,1,0
1406,2021-01-28,Los Angeles Clippers,109,Miami Heat,105,-4,0,1
1407,2021-01-28,Golden State Warriors,93,Phoenix Suns,114,21,1,0
1408,2021-01-29,Indiana Pacers,105,Charlotte Hornets,108,3,1,0
1409,2021-01-29,Atlanta Hawks,116,Washington Wizards,100,-16,0,1
1410,2021-01-29,Milwaukee Bucks,126,New Orleans Pelicans,131,5,1,0
1411,2021-01-29,Cleveland Cavaliers,81,New York Knicks,102,21,1,0
1412,2021-01-29,Sacramento Kings,126,Toronto Raptors,124,-2,0,1
1413,2021-01-29,Philadelphia 76ers,118,Minnesota Timberwolves,94,-24,0,1
1414,2021-01-29,Brooklyn Nets,147,Oklahoma City Thunder,125,-22,0,1
1415,2021-01-29,Los Angeles Clippers,116,Orlando Magic,90,-26,0,1
1416,2021-01-29,Denver Nuggets,109,San Antonio Spurs,119,10,1,0
1417,2021-01-29,Dallas Mavericks,101,Utah Jazz,120,19,1,0
1418,2021-01-30,Portland Trail Blazers,123,Chicago Bulls,122,-1,0,1
1419,2021-01-30,Milwaukee Bucks,114,Charlotte Hornets,126,12,1,0
1420,2021-01-30,Sacramento Kings,104,Miami Heat,105,1,1,0
1421,2021-01-30,Houston Rockets,126,New Orleans Pelicans,112,-14,0,1
1422,2021-01-30,Los Angeles Lakers,96,Boston Celtics,95,-1,0,1
1423,2021-01-30,Memphis Grizzlies,129,San Antonio Spurs,112,-17,0,1
1424,2021-01-30,Phoenix Suns,111,Dallas Mavericks,105,-6,0,1
1425,2021-01-30,Detroit Pistons,91,Golden State Warriors,118,27,1,0
1426,2021-01-31,Los Angeles Clippers,129,New York Knicks,115,-14,0,1
1427,2021-01-31,Utah Jazz,117,Denver Nuggets,128,11,1,0
1428,2021-01-31,Philadelphia 76ers,119,Indiana Pacers,110,-9,0,1
1429,2021-01-31,Orlando Magic,102,Toronto Raptors,115,13,1,0
1430,2021-01-31,Brooklyn Nets,146,Washington Wizards,149,3,1,0
1431,2021-01-31,Cleveland Cavaliers,104,Minnesota Timberwolves,109,5,1,0
1432,2021-02-01,Los Angeles Lakers,107,Atlanta Hawks,99,-8,0,1
1433,2021-02-01,Charlotte Hornets,129,Miami Heat,121,-8,0,1
1434,2021-02-01,New York Knicks,102,Chicago Bulls,110,8,1,0
1435,2021-02-01,Minnesota Timberwolves,98,Cleveland Cavaliers,100,2,1,0
1436,2021-02-01,Portland Trail Blazers,106,Milwaukee Bucks,134,28,1,0
1437,2021-02-01,Sacramento Kings,118,New Orleans Pelicans,109,-9,0,1
1438,2021-02-01,Houston Rockets,136,Oklahoma City Thunder,106,-30,0,1
1439,2021-02-01,Phoenix Suns,109,Dallas Mavericks,108,-1,0,1
1440,2021-02-01,Memphis Grizzlies,133,San Antonio Spurs,102,-31,0,1
1441,2021-02-02,Toronto Raptors,123,Orlando Magic,108,-15,0,1
1442,2021-02-02,Los Angeles Clippers,120,Brooklyn Nets,124,4,1,0
1443,2021-02-02,Memphis Grizzlies,116,Indiana Pacers,134,18,1,0
1444,2021-02-02,Portland Trail Blazers,132,Washington Wizards,121,-11,0,1
1445,2021-02-02,Boston Celtics,111,Golden State Warriors,107,-4,0,1
1446,2021-02-02,Detroit Pistons,105,Utah Jazz,117,12,1,0
1447,2021-02-03,Philadelphia 76ers,118,Charlotte Hornets,111,-7,0,1
1448,2021-02-03,Indiana Pacers,110,Milwaukee Bucks,130,20,1,0
1449,2021-02-03,Dallas Mavericks,122,Atlanta Hawks,116,-6,0,1
1450,2021-02-03,New York Knicks,107,Chicago Bulls,103,-4,0,1
1451,2021-02-03,Los Angeles Clippers,121,Cleveland Cavaliers,99,-22,0,1
1452,2021-02-03,Washington Wizards,103,Miami Heat,100,-3,0,1
1453,2021-02-03,Houston Rockets,87,Oklahoma City Thunder,104,17,1,0
1454,2021-02-03,Minnesota Timberwolves,108,San Antonio Spurs,111,3,1,0
1455,2021-02-03,Phoenix Suns,101,New Orleans Pelicans,123,22,1,0
1456,2021-02-03,Boston Celtics,111,Sacramento Kings,116,5,1,0
1457,2021-02-04,Utah Jazz,112,Atlanta Hawks,91,-21,0,1
1458,2021-02-04,Golden State Warriors,147,Dallas Mavericks,116,-31,0,1
1459,2021-02-04,Portland Trail Blazers,121,Philadelphia 76ers,105,-16,0,1
1460,2021-02-04,Houston Rockets,115,Memphis Grizzlies,103,-12,0,1
1461,2021-02-04,Denver Nuggets,93,Los Angeles Lakers,114,21,1,0
1462,2021-02-05,New Orleans Pelicans,114,Indiana Pacers,113,-1,0,1
1463,2021-02-05,Chicago Bulls,119,Orlando Magic,123,4,1,0
1464,2021-02-05,Toronto Raptors,123,Brooklyn Nets,117,-6,0,1
1465,2021-02-05,Milwaukee Bucks,123,Cleveland Cavaliers,105,-18,0,1
1466,2021-02-05,Utah Jazz,138,Charlotte Hornets,121,-17,0,1
1467,2021-02-05,Washington Wizards,95,Miami Heat,122,27,1,0
1468,2021-02-05,Minnesota Timberwolves,106,Oklahoma City Thunder,103,-3,0,1
1469,2021-02-05,Detroit Pistons,92,Phoenix Suns,109,17,1,0
1470,2021-02-05,Boston Celtics,119,Los Angeles Clippers,115,-4,0,1
1471,2021-02-06,Portland Trail Blazers,99,New York Knicks,110,11,1,0
1472,2021-02-06,Denver Nuggets,114,Sacramento Kings,119,5,1,0
1473,2021-02-06,Chicago Bulls,118,Orlando Magic,92,-26,0,1
1474,2021-02-06,Toronto Raptors,121,Atlanta Hawks,132,11,1,0
