,date,away,away_pts,home,home_pts,pt_diff,home_win,home_loss
2905,2022-01-09,Chicago Bulls,99,Dallas Mavericks,113,14,1,0
2906,2022-01-09,Cleveland Cavaliers,82,Golden State Warriors,96,14,1,0
2907,2022-01-09,Sacramento Kings,88,Portland Trail Blazers,103,15,1,0
2908,2022-01-09,Memphis Grizzlies,127,Los Angeles Lakers,119,-8,0,1
2909,2022-01-10,Milwaukee Bucks,99,Charlotte Hornets,103,4,1,0
2910,2022-01-10,Utah Jazz,116,Detroit Pistons,126,10,1,0
2911,2022-01-10,Indiana Pacers,98,Boston Celtics,101,3,1,0
2912,2022-01-10,San Antonio Spurs,96,New York Knicks,111,15,1,0
2913,2022-01-10,Philadelphia 76ers,111,Houston Rockets,91,-20,0,1
2914,2022-01-10,Brooklyn Nets,108,Portland Trail Blazers,114,6,1,0
2915,2022-01-10,Cleveland Cavaliers,109,Sacramento Kings,108,-1,0,1
2916,2022-01-11,Oklahoma City Thunder,118,Washington Wizards,122,4,1,0
2917,2022-01-11,Phoenix Suns,99,Toronto Raptors,95,-4,0,1
2918,2022-01-11,Detroit Pistons,87,Chicago Bulls,133,46,1,0
2919,2022-01-11,Golden State Warriors,108,Memphis Grizzlies,116,8,1,0
2920,2022-01-11,Minnesota Timberwolves,125,New Orleans Pelicans,128,3,1,0
2921,2022-01-11,Denver Nuggets,85,Los Angeles Clippers,87,2,1,0
2922,2022-01-12,Boston Celtics,119,Indiana Pacers,100,-19,0,1
2923,2022-01-12,Charlotte Hornets,109,Philadelphia 76ers,98,-11,0,1
2924,2022-01-12,Orlando Magic,106,Washington Wizards,112,6,1,0
2925,2022-01-12,Miami Heat,115,Atlanta Hawks,91,-24,0,1
2926,2022-01-12,Dallas Mavericks,85,New York Knicks,108,23,1,0
2927,2022-01-12,Houston Rockets,128,San Antonio Spurs,124,-4,0,1
2928,2022-01-12,Cleveland Cavaliers,111,Utah Jazz,91,-20,0,1
2929,2022-01-12,Brooklyn Nets,138,Chicago Bulls,112,-26,0,1
2930,2022-01-12,Los Angeles Lakers,116,Sacramento Kings,125,9,1,0
2931,2022-01-13,Golden State Warriors,99,Milwaukee Bucks,118,19,1,0
2932,2022-01-13,Minnesota Timberwolves,108,Memphis Grizzlies,116,8,1,0
2933,2022-01-13,Los Angeles Clippers,89,New Orleans Pelicans,113,24,1,0
2934,2022-01-13,Oklahoma City Thunder,130,Brooklyn Nets,109,-21,0,1
2935,2022-01-13,Portland Trail Blazers,108,Denver Nuggets,140,32,1,0
2936,2022-01-14,Orlando Magic,116,Charlotte Hornets,109,-7,0,1
2937,2022-01-14,Toronto Raptors,87,Detroit Pistons,103,16,1,0
2938,2022-01-14,Phoenix Suns,112,Indiana Pacers,94,-18,0,1
2939,2022-01-14,Boston Celtics,99,Philadelphia 76ers,111,12,1,0
2940,2022-01-14,Golden State Warriors,138,Chicago Bulls,96,-42,0,1
2941,2022-01-14,Atlanta Hawks,118,Miami Heat,124,6,1,0
2942,2022-01-14,Cleveland Cavaliers,114,San Antonio Spurs,109,-5,0,1
2943,2022-01-14,Dallas Mavericks,112,Memphis Grizzlies,85,-27,0,1
2944,2022-01-14,Houston Rockets,114,Sacramento Kings,126,12,1,0
2945,2022-01-15,Toronto Raptors,103,Milwaukee Bucks,96,-7,0,1
2946,2022-01-15,Portland Trail Blazers,115,Washington Wizards,110,-5,0,1
2947,2022-01-15,New York Knicks,117,Atlanta Hawks,108,-9,0,1
2948,2022-01-15,New Orleans Pelicans,105,Brooklyn Nets,120,15,1,0
2949,2022-01-15,Philadelphia 76ers,109,Miami Heat,98,-11,0,1
2950,2022-01-15,Cleveland Cavaliers,107,Oklahoma City Thunder,102,-5,0,1
2951,2022-01-15,Chicago Bulls,112,Boston Celtics,114,2,1,0
2952,2022-01-15,Los Angeles Clippers,94,San Antonio Spurs,101,7,1,0
2953,2022-01-15,Los Angeles Lakers,96,Denver Nuggets,133,37,1,0
2954,2022-01-15,Orlando Magic,92,Dallas Mavericks,108,16,1,0
2955,2022-01-16,Phoenix Suns,135,Detroit Pistons,108,-27,0,1
2956,2022-01-16,Houston Rockets,118,Sacramento Kings,112,-6,0,1
2957,2022-01-16,Utah Jazz,125,Denver Nuggets,102,-23,0,1
2958,2022-01-16,Golden State Warriors,99,Minnesota Timberwolves,119,20,1,0
2959,2022-01-17,New Orleans Pelicans,92,Boston Celtics,104,12,1,0
2960,2022-01-17,Charlotte Hornets,97,New York Knicks,87,-10,0,1
2961,2022-01-17,Philadelphia 76ers,98,Washington Wizards,117,19,1,0
2962,2022-01-17,Brooklyn Nets,107,Cleveland Cavaliers,114,7,1,0
2963,2022-01-17,Indiana Pacers,133,Los Angeles Clippers,139,6,1,0
2964,2022-01-17,Chicago Bulls,106,Memphis Grizzlies,119,13,1,0
2965,2022-01-17,Milwaukee Bucks,114,Atlanta Hawks,121,7,1,0
2966,2022-01-17,Portland Trail Blazers,98,Orlando Magic,88,-10,0,1
2967,2022-01-17,Toronto Raptors,99,Miami Heat,104,5,1,0
2968,2022-01-17,Oklahoma City Thunder,102,Dallas Mavericks,104,2,1,0
2969,2022-01-17,Phoenix Suns,121,San Antonio Spurs,107,-14,0,1
2970,2022-01-17,Utah Jazz,95,Los Angeles Lakers,101,6,1,0
2971,2022-01-18,Minnesota Timberwolves,112,New York Knicks,110,-2,0,1
2972,2022-01-18,Detroit Pistons,86,Golden State Warriors,102,16,1,0
2973,2022-01-19,Orlando Magic,110,Philadelphia 76ers,123,13,1,0
2974,2022-01-19,Brooklyn Nets,119,Washington Wizards,118,-1,0,1
2975,2022-01-19,Minnesota Timberwolves,122,Atlanta Hawks,134,12,1,0
2976,2022-01-19,Charlotte Hornets,111,Boston Celtics,102,-9,0,1
2977,2022-01-19,Portland Trail Blazers,92,Miami Heat,104,12,1,0
2978,2022-01-19,Cleveland Cavaliers,104,Chicago Bulls,117,13,1,0
2979,2022-01-19,Memphis Grizzlies,114,Milwaukee Bucks,126,12,1,0
2980,2022-01-19,Toronto Raptors,98,Dallas Mavericks,102,4,1,0
2981,2022-01-19,Oklahoma City Thunder,96,San Antonio Spurs,118,22,1,0
2982,2022-01-19,Houston Rockets,116,Utah Jazz,111,-5,0,1
2983,2022-01-19,Los Angeles Clippers,128,Denver Nuggets,130,2,1,0
2984,2022-01-19,Detroit Pistons,133,Sacramento Kings,131,-2,0,1
2985,2022-01-19,Indiana Pacers,111,Los Angeles Lakers,104,-7,0,1
2986,2022-01-20,Phoenix Suns,109,Dallas Mavericks,101,-8,0,1
2987,2022-01-20,New Orleans Pelicans,102,New York Knicks,91,-11,0,1
2988,2022-01-20,Indiana Pacers,121,Golden State Warriors,117,-4,0,1
2989,2022-01-21,Oklahoma City Thunder,98,Charlotte Hornets,121,23,1,0
2990,2022-01-21,Los Angeles Lakers,116,Orlando Magic,105,-11,0,1
2991,2022-01-21,Los Angeles Clippers,102,Philadelphia 76ers,101,-1,0,1
2992,2022-01-21,Miami Heat,108,Atlanta Hawks,110,2,1,0
2993,2022-01-21,Portland Trail Blazers,109,Boston Celtics,105,-4,0,1
2994,2022-01-21,Chicago Bulls,90,Milwaukee Bucks,94,4,1,0
2995,2022-01-21,Toronto Raptors,109,Washington Wizards,105,-4,0,1
2996,2022-01-21,Brooklyn Nets,117,San Antonio Spurs,102,-15,0,1
2997,2022-01-21,Memphis Grizzlies,122,Denver Nuggets,118,-4,0,1
2998,2022-01-21,Detroit Pistons,101,Utah Jazz,111,10,1,0
2999,2022-01-21,Houston Rockets,103,Golden State Warriors,105,2,1,0
3000,2022-01-22,Sacramento Kings,127,Milwaukee Bucks,133,6,1,0
3001,2022-01-22,Oklahoma City Thunder,87,Cleveland Cavaliers,94,7,1,0
3002,2022-01-22,Indiana Pacers,103,Phoenix Suns,113,10,1,0
3003,2022-01-23,Los Angeles Clippers,102,New York Knicks,110,8,1,0
3004,2022-01-23,Boston Celtics,116,Washington Wizards,87,-29,0,1
3005,2022-01-23,Los Angeles Lakers,107,Miami Heat,113,6,1,0
3006,2022-01-23,Chicago Bulls,95,Orlando Magic,114,19,1,0
3007,2022-01-23,Portland Trail Blazers,114,Toronto Raptors,105,-9,0,1
3008,2022-01-23,Atlanta Hawks,113,Charlotte Hornets,91,-22,0,1
3009,2022-01-23,Philadelphia 76ers,115,San Antonio Spurs,109,-6,0,1
3010,2022-01-23,Memphis Grizzlies,91,Dallas Mavericks,104,13,1,0
3011,2022-01-23,Detroit Pistons,111,Denver Nuggets,117,6,1,0
3012,2022-01-23,Brooklyn Nets,125,Minnesota Timberwolves,136,11,1,0
3013,2022-01-23,Utah Jazz,92,Golden State Warriors,94,2,1,0
3014,2022-01-24,New York Knicks,93,Cleveland Cavaliers,95,2,1,0
3015,2022-01-24,Indiana Pacers,113,New Orleans Pelicans,117,4,1,0
3016,2022-01-24,Chicago Bulls,111,Oklahoma City Thunder,110,-1,0,1
3017,2022-01-24,Utah Jazz,109,Phoenix Suns,115,6,1,0
3018,2022-01-25,Denver Nuggets,110,Detroit Pistons,105,-5,0,1
3019,2022-01-25,New Orleans Pelicans,107,Philadelphia 76ers,117,10,1,0
3020,2022-01-25,Charlotte Hornets,113,Toronto Raptors,125,12,1,0
3021,2022-01-25,Los Angeles Clippers,116,Washington Wizards,115,-1,0,1
3022,2022-01-25,Sacramento Kings,75,Boston Celtics,128,53,1,0
3023,2022-01-25,Los Angeles Lakers,106,Brooklyn Nets,96,-10,0,1
3024,2022-01-25,San Antonio Spurs,134,Houston Rockets,104,-30,0,1
3025,2022-01-25,Dallas Mavericks,92,Golden State Warriors,130,38,1,0
3026,2022-01-25,Minnesota Timberwolves,109,Portland Trail Blazers,107,-2,0,1
3027,2022-01-26,Milwaukee Bucks,99,Cleveland Cavaliers,115,16,1,0
3028,2022-01-26,Charlotte Hornets,158,Indiana Pacers,126,-32,0,1
3029,2022-01-26,Los Angeles Clippers,111,Orlando Magic,102,-9,0,1
3030,2022-01-26,Sacramento Kings,104,Atlanta Hawks,121,17,1,0
3031,2022-01-26,New York Knicks,96,Miami Heat,110,14,1,0
3032,2022-01-26,Denver Nuggets,124,Brooklyn Nets,118,-6,0,1
3033,2022-01-26,Toronto Raptors,105,Chicago Bulls,111,6,1,0
3034,2022-01-26,Memphis Grizzlies,118,San Antonio Spurs,110,-8,0,1
3035,2022-01-26,Dallas Mavericks,132,Portland Trail Blazers,112,-20,0,1
3036,2022-01-26,Phoenix Suns,105,Utah Jazz,97,-8,0,1
3037,2022-01-27,Los Angeles Lakers,87,Philadelphia 76ers,105,18,1,0
3038,2022-01-27,Minnesota Timberwolves,115,Golden State Warriors,124,9,1,0
3039,2022-01-28,Detroit Pistons,103,Orlando Magic,119,16,1,0
3040,2022-01-28,Boston Celtics,92,Atlanta Hawks,108,16,1,0
3041,2022-01-28,Los Angeles Lakers,114,Charlotte Hornets,117,3,1,0
3042,2022-01-28,Portland Trail Blazers,125,Houston Rockets,110,-15,0,1
3043,2022-01-28,Utah Jazz,109,Memphis Grizzlies,119,10,1,0
3044,2022-01-28,Los Angeles Clippers,114,Miami Heat,121,7,1,0
3045,2022-01-28,Denver Nuggets,116,New Orleans Pelicans,105,-11,0,1
3046,2022-01-28,Indiana Pacers,113,Oklahoma City Thunder,110,-3,0,1
3047,2022-01-28,Chicago Bulls,122,San Antonio Spurs,131,9,1,0
3048,2022-01-28,Minnesota Timberwolves,124,Phoenix Suns,134,10,1,0
3049,2022-01-28,New York Knicks,108,Milwaukee Bucks,123,15,1,0
3050,2022-01-29,Indiana Pacers,105,Dallas Mavericks,132,27,1,0
3051,2022-01-29,Boston Celtics,107,New Orleans Pelicans,97,-10,0,1
3052,2022-01-29,Sacramento Kings,101,Philadelphia 76ers,103,2,1,0
3053,2022-01-29,Washington Wizards,95,Memphis Grizzlies,115,20,1,0
3054,2022-01-29,Toronto Raptors,124,Miami Heat,120,-4,0,1
3055,2022-01-29,Brooklyn Nets,106,Golden State Warriors,110,4,1,0
3056,2022-01-30,Los Angeles Lakers,121,Atlanta Hawks,129,8,1,0
3057,2022-01-30,Los Angeles Clippers,115,Charlotte Hornets,90,-25,0,1
3058,2022-01-30,Portland Trail Blazers,116,Chicago Bulls,130,14,1,0
3059,2022-01-30,Cleveland Cavaliers,105,Detroit Pistons,115,10,1,0
3060,2022-01-30,Denver Nuggets,136,Milwaukee Bucks,100,-36,0,1
3061,2022-01-30,Dallas Mavericks,108,Orlando Magic,110,2,1,0
3062,2022-01-30,Utah Jazz,106,Minnesota Timberwolves,126,20,1,0
3063,2022-01-30,San Antonio Spurs,110,Phoenix Suns,115,5,1,0
3064,2022-01-31,New Orleans Pelicans,90,Cleveland Cavaliers,93,3,1,0
3065,2022-01-31,Los Angeles Clippers,116,Indiana Pacers,122,6,1,0
3066,2022-01-31,Memphis Grizzlies,119,Philadelphia 76ers,122,3,1,0
3067,2022-01-31,Toronto Raptors,106,Atlanta Hawks,100,-6,0,1
3068,2022-01-31,Miami Heat,92,Boston Celtics,122,30,1,0
3069,2022-01-31,Sacramento Kings,96,New York Knicks,116,20,1,0
3070,2022-01-31,Golden State Warriors,122,Houston Rockets,108,-14,0,1
3071,2022-01-31,Portland Trail Blazers,81,Oklahoma City Thunder,98,17,1,0
3072,2022-02-01,New Orleans Pelicans,111,Detroit Pistons,101,-10,0,1
3073,2022-02-01,Washington Wizards,98,Milwaukee Bucks,112,14,1,0
3074,2022-02-01,Miami Heat,106,Toronto Raptors,110,4,1,0
3075,2022-02-01,Orlando Magic,115,Chicago Bulls,126,11,1,0
3076,2022-02-01,Denver Nuggets,115,Minnesota Timberwolves,130,15,1,0
3077,2022-02-01,Golden State Warriors,124,San Antonio Spurs,120,-4,0,1
3078,2022-02-01,Brooklyn Nets,111,Phoenix Suns,121,10,1,0
3079,2022-02-02,Orlando Magic,119,Indiana Pacers,118,-1,0,1
3080,2022-02-02,Washington Wizards,106,Philadelphia 76ers,103,-3,0,1
3081,2022-02-02,Charlotte Hornets,107,Boston Celtics,113,6,1,0
3082,2022-02-02,Memphis Grizzlies,120,New York Knicks,108,-12,0,1
3083,2022-02-02,Cleveland Cavaliers,104,Houston Rockets,115,11,1,0
3084,2022-02-02,Oklahoma City Thunder,120,Dallas Mavericks,114,-6,0,1
3085,2022-02-02,Brooklyn Nets,101,Sacramento Kings,112,11,1,0
3086,2022-02-02,Denver Nuggets,104,Utah Jazz,108,4,1,0
3087,2022-02-02,Portland Trail Blazers,94,Los Angeles Lakers,99,5,1,0
3088,2022-02-03,Minnesota Timberwolves,128,Detroit Pistons,117,-11,0,1
3089,2022-02-03,Miami Heat,112,San Antonio Spurs,95,-17,0,1
3090,2022-02-03,Phoenix Suns,115,Atlanta Hawks,124,9,1,0
3091,2022-02-03,Chicago Bulls,120,Toronto Raptors,127,7,1,0
3092,2022-02-03,Sacramento Kings,114,Golden State Warriors,126,12,1,0
3093,2022-02-03,Los Angeles Lakers,110,Los Angeles Clippers,111,1,1,0
3094,2022-02-04,Cleveland Cavaliers,102,Charlotte Hornets,101,-1,0,1
3095,2022-02-04,Boston Celtics,102,Detroit Pistons,93,-9,0,1
3096,2022-02-04,Chicago Bulls,122,Indiana Pacers,115,-7,0,1
3097,2022-02-04,Atlanta Hawks,114,Toronto Raptors,125,11,1,0
3098,2022-02-04,Houston Rockets,106,San Antonio Spurs,131,25,1,0
3099,2022-02-04,New Orleans Pelicans,113,Denver Nuggets,105,-8,0,1
3100,2022-02-04,Brooklyn Nets,102,Utah Jazz,125,23,1,0
3101,2022-02-04,Philadelphia 76ers,98,Dallas Mavericks,107,9,1,0
3102,2022-02-04,Oklahoma City Thunder,96,Portland Trail Blazers,93,-3,0,1
3103,2022-02-05,Memphis Grizzlies,135,Orlando Magic,115,-20,0,1
3104,2022-02-05,Miami Heat,104,Charlotte Hornets,86,-18,0,1
3105,2022-02-05,Phoenix Suns,95,Washington Wizards,80,-15,0,1
3106,2022-02-05,New York Knicks,115,Los Angeles Lakers,122,7,1,0
3107,2022-02-05,Milwaukee Bucks,137,Portland Trail Blazers,108,-29,0,1
3108,2022-02-05,Oklahoma City Thunder,103,Sacramento Kings,113,10,1,0
3109,2022-02-06,Philadelphia 76ers,119,Chicago Bulls,108,-11,0,1
3110,2022-02-06,Brooklyn Nets,104,Denver Nuggets,124,20,1,0
3111,2022-02-06,Detroit Pistons,105,Minnesota Timberwolves,118,13,1,0
3112,2022-02-06,Indiana Pacers,85,Cleveland Cavaliers,98,13,1,0
3113,2022-02-06,Atlanta Hawks,94,Dallas Mavericks,103,9,1,0
3114,2022-02-06,Boston Celtics,116,Orlando Magic,83,-33,0,1
3115,2022-02-06,New Orleans Pelicans,120,Houston Rockets,107,-13,0,1
3116,2022-02-06,Milwaukee Bucks,137,Los Angeles Clippers,113,-24,0,1
3117,2022-02-07,Toronto Raptors,116,Charlotte Hornets,101,-15,0,1
3118,2022-02-07,Miami Heat,121,Washington Wizards,100,-21,0,1
3119,2022-02-07,Phoenix Suns,127,Chicago Bulls,124,-3,0,1
3120,2022-02-07,Golden State Warriors,110,Oklahoma City Thunder,98,-12,0,1
3121,2022-02-07,New York Knicks,104,Utah Jazz,113,9,1,0
3122,2022-02-08,Phoenix Suns,114,Philadelphia 76ers,109,-5,0,1
3123,2022-02-08,Indiana Pacers,112,Atlanta Hawks,133,21,1,0
3124,2022-02-08,Boston Celtics,126,Brooklyn Nets,91,-35,0,1
3125,2022-02-08,Los Angeles Clippers,109,Memphis Grizzlies,135,26,1,0
3126,2022-02-08,Houston Rockets,97,New Orleans Pelicans,110,13,1,0
3127,2022-02-08,Detroit Pistons,86,Dallas Mavericks,116,30,1,0
3128,2022-02-08,New York Knicks,115,Denver Nuggets,132,17,1,0
3129,2022-02-08,Milwaukee Bucks,131,Los Angeles Lakers,116,-15,0,1
3130,2022-02-08,Orlando Magic,113,Portland Trail Blazers,95,-18,0,1
3131,2022-02-08,Minnesota Timberwolves,134,Sacramento Kings,114,-20,0,1
3132,2022-02-09,San Antonio Spurs,92,Cleveland Cavaliers,105,13,1,0
3133,2022-02-09,Chicago Bulls,121,Charlotte Hornets,109,-12,0,1
3134,2022-02-09,Toronto Raptors,117,Oklahoma City Thunder,98,-19,0,1
3135,2022-02-09,Los Angeles Lakers,105,Portland Trail Blazers,107,2,1,0
3136,2022-02-09,Minnesota Timberwolves,119,Sacramento Kings,132,13,1,0
3137,2022-02-09,Golden State Warriors,85,Utah Jazz,111,26,1,0
3138,2022-02-10,Memphis Grizzlies,132,Detroit Pistons,107,-25,0,1
3139,2022-02-10,Miami Heat,112,New Orleans Pelicans,97,-15,0,1
3140,2022-02-10,Brooklyn Nets,112,Washington Wizards,113,1,1,0
3141,2022-02-10,Toronto Raptors,139,Houston Rockets,120,-19,0,1
3142,2022-02-10,Los Angeles Clippers,105,Dallas Mavericks,112,7,1,0
3143,2022-02-10,New York Knicks,116,Golden State Warriors,114,-2,0,1
3144,2022-02-10,Milwaukee Bucks,107,Phoenix Suns,131,24,1,0
3145,2022-02-11,Charlotte Hornets,141,Detroit Pistons,119,-22,0,1
3146,2022-02-11,Cleveland Cavaliers,120,Indiana Pacers,113,-7,0,1
3147,2022-02-11,Oklahoma City Thunder,87,Philadelphia 76ers,100,13,1,0
3148,2022-02-11,San Antonio Spurs,136,Atlanta Hawks,121,-15,0,1
3149,2022-02-11,Denver Nuggets,102,Boston Celtics,108,6,1,0
3150,2022-02-11,Minnesota Timberwolves,122,Chicago Bulls,134,12,1,0
3151,2022-02-11,Orlando Magic,99,Utah Jazz,114,15,1,0
3152,2022-02-12,New York Knicks,103,Portland Trail Blazers,112,9,1,0
3153,2022-02-12,Memphis Grizzlies,125,Charlotte Hornets,118,-7,0,1
3154,2022-02-12,San Antonio Spurs,124,New Orleans Pelicans,114,-10,0,1
3155,2022-02-12,Sacramento Kings,123,Washington Wizards,110,-13,0,1
3156,2022-02-12,Cleveland Cavaliers,93,Philadelphia 76ers,103,10,1,0
3157,2022-02-12,Denver Nuggets,110,Toronto Raptors,109,-1,0,1
3158,2022-02-12,Oklahoma City Thunder,101,Chicago Bulls,106,5,1,0
3159,2022-02-12,Brooklyn Nets,111,Miami Heat,115,4,1,0
3160,2022-02-12,Los Angeles Clippers,99,Dallas Mavericks,97,-2,0,1
3161,2022-02-12,Los Angeles Lakers,115,Golden State Warriors,117,2,1,0
3162,2022-02-12,Orlando Magic,105,Phoenix Suns,132,27,1,0
3163,2022-02-13,Atlanta Hawks,95,Boston Celtics,105,10,1,0
3164,2022-02-13,Minnesota Timberwolves,129,Indiana Pacers,120,-9,0,1
3165,2022-02-14,Detroit Pistons,94,Washington Wizards,103,9,1,0
3166,2022-02-14,Sacramento Kings,85,Brooklyn Nets,109,24,1,0
3167,2022-02-14,Oklahoma City Thunder,127,New York Knicks,123,-4,0,1
3168,2022-02-14,San Antonio Spurs,109,Chicago Bulls,120,11,1,0
3169,2022-02-14,Portland Trail Blazers,122,Milwaukee Bucks,107,-15,0,1
3170,2022-02-14,Toronto Raptors,90,New Orleans Pelicans,120,30,1,0
3171,2022-02-14,Orlando Magic,111,Denver Nuggets,121,10,1,0
3172,2022-02-14,Houston Rockets,101,Utah Jazz,135,34,1,0
3173,2022-02-14,Golden State Warriors,104,Los Angeles Clippers,119,15,1,0
3174,2022-02-15,Cleveland Cavaliers,116,Atlanta Hawks,124,8,1,0
3175,2022-02-15,Dallas Mavericks,107,Miami Heat,99,-8,0,1
3176,2022-02-15,Boston Celtics,135,Philadelphia 76ers,87,-48,0,1
3177,2022-02-15,Indiana Pacers,119,Milwaukee Bucks,128,9,1,0
3178,2022-02-15,Charlotte Hornets,120,Minnesota Timberwolves,126,6,1,0
3179,2022-02-15,Memphis Grizzlies,121,New Orleans Pelicans,109,-12,0,1
3180,2022-02-15,Los Angeles Clippers,96,Phoenix Suns,103,7,1,0
3181,2022-02-16,Atlanta Hawks,130,Orlando Magic,109,-21,0,1
3182,2022-02-16,Detroit Pistons,112,Boston Celtics,111,-1,0,1
3183,2022-02-16,Washington Wizards,108,Indiana Pacers,113,5,1,0
3184,2022-02-16,Brooklyn Nets,111,New York Knicks,106,-5,0,1
3185,2022-02-16,Sacramento Kings,118,Chicago Bulls,125,7,1,0
3186,2022-02-16,Portland Trail Blazers,123,Memphis Grizzlies,119,-4,0,1
3187,2022-02-16,Toronto Raptors,103,Minnesota Timberwolves,91,-12,0,1
3188,2022-02-16,San Antonio Spurs,114,Oklahoma City Thunder,106,-8,0,1
3189,2022-02-16,Houston Rockets,121,Phoenix Suns,124,3,1,0
3190,2022-02-16,Denver Nuggets,117,Golden State Warriors,116,-1,0,1
3191,2022-02-16,Utah Jazz,101,Los Angeles Lakers,106,5,1,0
3192,2022-02-17,Miami Heat,111,Charlotte Hornets,107,-4,0,1
3193,2022-02-17,Washington Wizards,117,Brooklyn Nets,103,-14,0,1
3194,2022-02-17,Dallas Mavericks,125,New Orleans Pelicans,118,-7,0,1
3195,2022-02-17,Philadelphia 76ers,123,Milwaukee Bucks,120,-3,0,1
3196,2022-02-17,Houston Rockets,111,Los Angeles Clippers,142,31,1,0
3197,2022-02-24,Cleveland Cavaliers,103,Detroit Pistons,106,3,1,0
3198,2022-02-24,Boston Celtics,129,Brooklyn Nets,106,-23,0,1
3199,2022-02-24,Atlanta Hawks,108,Chicago Bulls,112,4,1,0
3200,2022-02-24,Memphis Grizzlies,114,Minnesota Timberwolves,119,5,1,0
3201,2022-02-24,Phoenix Suns,124,Oklahoma City Thunder,104,-20,0,1
3202,2022-02-24,Golden State Warriors,132,Portland Trail Blazers,95,-37,0,1
3203,2022-02-24,Denver Nuggets,128,Sacramento Kings,110,-18,0,1
3204,2022-02-25,Toronto Raptors,93,Charlotte Hornets,125,32,1,0
3205,2022-02-25,Oklahoma City Thunder,129,Indiana Pacers,125,-4,0,1
3206,2022-02-25,Houston Rockets,111,Orlando Magic,119,8,1,0
3207,2022-02-25,San Antonio Spurs,157,Washington Wizards,153,-4,0,1
3208,2022-02-25,Miami Heat,115,New York Knicks,100,-15,0,1
3209,2022-02-25,Philadelphia 76ers,133,Minnesota Timberwolves,102,-31,0,1
3210,2022-02-25,New Orleans Pelicans,117,Phoenix Suns,102,-15,0,1
3211,2022-02-25,Dallas Mavericks,109,Utah Jazz,114,5,1,0
3212,2022-02-25,Los Angeles Clippers,105,Los Angeles Lakers,102,-3,0,1
3213,2022-02-26,Boston Celtics,113,Detroit Pistons,104,-9,0,1
3214,2022-02-26,Toronto Raptors,100,Atlanta Hawks,127,27,1,0
3215,2022-02-26,Memphis Grizzlies,116,Chicago Bulls,110,-6,0,1
3216,2022-02-26,Washington Wizards,86,Cleveland Cavaliers,92,6,1,0
3217,2022-02-26,San Antonio Spurs,129,Miami Heat,133,4,1,0
3218,2022-02-26,Brooklyn Nets,126,Milwaukee Bucks,123,-3,0,1
3219,2022-02-26,Sacramento Kings,110,Denver Nuggets,115,5,1,0
3220,2022-02-27,Philadelphia 76ers,125,New York Knicks,109,-16,0,1
3221,2022-02-27,Utah Jazz,118,Phoenix Suns,114,-4,0,1
3222,2022-02-27,Boston Celtics,107,Indiana Pacers,128,21,1,0
3223,2022-02-27,Detroit Pistons,127,Charlotte Hornets,126,-1,0,1
3224,2022-02-27,Los Angeles Clippers,99,Houston Rockets,98,-1,0,1
3225,2022-02-27,Dallas Mavericks,107,Golden State Warriors,101,-6,0,1
3226,2022-02-27,Denver Nuggets,124,Portland Trail Blazers,92,-32,0,1
3227,2022-02-27,New Orleans Pelicans,123,Los Angeles Lakers,95,-28,0,1
3228,2022-02-28,Minnesota Timberwolves,127,Cleveland Cavaliers,122,-5,0,1
3229,2022-02-28,Indiana Pacers,103,Orlando Magic,119,16,1,0
3230,2022-02-28,Toronto Raptors,133,Brooklyn Nets,97,-36,0,1
3231,2022-02-28,Chicago Bulls,99,Miami Heat,112,13,1,0
3232,2022-02-28,San Antonio Spurs,105,Memphis Grizzlies,118,13,1,0
3233,2022-02-28,Charlotte Hornets,106,Milwaukee Bucks,130,24,1,0
3234,2022-02-28,Sacramento Kings,131,Oklahoma City Thunder,110,-21,0,1
3235,2022-03-01,Detroit Pistons,113,Washington Wizards,116,3,1,0
3236,2022-03-01,Atlanta Hawks,98,Boston Celtics,107,9,1,0
3237,2022-03-01,Brooklyn Nets,108,Toronto Raptors,109,1,1,0
3238,2022-03-01,Los Angeles Clippers,113,Houston Rockets,100,-13,0,1
3239,2022-03-01,Golden State Warriors,114,Minnesota Timberwolves,129,15,1,0
3240,2022-03-01,Dallas Mavericks,109,Los Angeles Lakers,104,-5,0,1
3241,2022-03-02,Charlotte Hornets,119,Cleveland Cavaliers,98,-21,0,1
3242,2022-03-02,Indiana Pacers,122,Orlando Magic,114,-8,0,1
3243,2022-03-02,New York Knicks,108,Philadelphia 76ers,123,15,1,0
3244,2022-03-02,Utah Jazz,132,Houston Rockets,127,-5,0,1
3245,2022-03-02,Miami Heat,119,Milwaukee Bucks,120,1,1,0
3246,2022-03-02,Sacramento Kings,95,New Orleans Pelicans,125,30,1,0
3247,2022-03-02,Oklahoma City Thunder,119,Denver Nuggets,107,-12,0,1
3248,2022-03-02,Portland Trail Blazers,90,Phoenix Suns,120,30,1,0
3249,2022-03-03,Chicago Bulls,124,Atlanta Hawks,130,6,1,0
3250,2022-03-03,Memphis Grizzlies,107,Boston Celtics,120,13,1,0
3251,2022-03-03,Miami Heat,113,Brooklyn Nets,107,-6,0,1
3252,2022-03-03,Detroit Pistons,108,Toronto Raptors,106,-2,0,1
3253,2022-03-03,Golden State Warriors,113,Dallas Mavericks,122,9,1,0
3254,2022-03-03,Sacramento Kings,115,San Antonio Spurs,112,-3,0,1
3255,2022-03-03,Los Angeles Lakers,111,Los Angeles Clippers,132,21,1,0
